folder_videoname,single_animal,video_system,video_total_frames,fz_start_sub1,fz_end_sub1,fz_start_sub2,fz_end_sub2,fz_sub1,fz_sub2,fz_overlap,cohen_d
20190408_testing_2_m7ab,False,FreezeFrame,0.0,[245 258 298 319 396 408 428 444 476 649],[254 281 313 326 404 412 435 458 482 653],[244 258 297 344 363 395 421 428 476 494 566 575 608 658 675 683],[254 281 340 358 379 405 426 457 482 525 574 588 615 663 681 687],22.291666666666668,51.24999999999999,20.0,3.3493795072788113
