folder_videoname,single_animal,video_system,video_total_frames,fz_start_sub1,fz_end_sub1,fz_start_sub2,fz_end_sub2,fz_sub1,fz_sub2,fz_overlap,cohen_d
exp1_m7ab,False,FreezeFrame,0.0,[245 258 298 319 396 408 428 444 475],[253 281 313 326 404 412 435 458 482],[244 258 297 344 364 394 421 428 476 494 566 609 657 675 683],[254 281 340 358 379 405 426 457 482 525 588 615 663 680 687],21.25,51.04166666666666,19.791666666666664,3.316935175902971
